N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION
       4275,   1.00,100,E,E.P.PU,GPE MARIE CURIE-CH VION       ,7 RUE LEON BLUM                 ,PROVIN                    ,ECEL,G0000,LILLE2-ANNOEULLIN             
       4276,   1.00,100,E,E.P.PU,BLAISE PASCAL                 ,73 RUE DES ANGES                ,ROUBAIX                   ,ECEL,G0000,ROUBAIX-CENTRE                
       4277,   ,100,E,E.P.PU,PIERRE BROSSOLETTE            ,125 RUE PIERRE BROSSOLETTE      ,ROUBAIX                   ,ECEL,G0000,ROUBAIX-EST                   
       4278,   1.00,100,E,E.P.PU,CALMETTE                      ,48 RUE DE LA CONTRESCARPE       ,VILLENEUVE D ASCQ         ,ECEL,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       4279,   ,100,E,E.P.PU,CHATEAUBRIAND                 ,6 RUE DE FIVES                  ,VILLENEUVE D ASCQ         ,ECEL,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       4280,   ,100,E,E.P.PU,MARCELINE DESBORDES VALMORE   ,28 ROUTE NATIONALE              ,FAUMONT                   ,ECEL,G0000,DOUAI-CUINCY                  
       4281,   ,100,E,E.P.PU,PAUL LAFARGUE-PAUL LANGEVIN   ,18 RUE PAUL LAFARGUE            ,HORNAING                  ,ECEL,G0000,DOUAI-RIEULAY                 
       4282,   ,100,E,E.P.PU,OMER OLLIVIER                 ,86 RUE OMER OLLIVIER            ,LA CHAPELLE D ARMENTIERES ,ECEL,G0000,LILLE2-ARMENTIERES            
       4283,   ,100,E,E.E.PU,BALZAC-HUGO                   ,2 RUE DES CINQ VOIES            ,TOURCOING                 ,ECEL,G0000,TOURCOING-OUEST               
       4284,   3.00,100,E,E.P.PU,HENRI MATISSE                 ,AVENUE MATISSE                  ,LE CATEAU CAMBRESIS       ,ECEL,G0000,CAMBRAI-LE CATEAU             
       4285,   1.00,100,E,E.P.PU,LE BOSQUET                    ,RUE MICHEL RONDET               ,WALLERS-ARENBERG          ,ECEL,G0000,VALENCIENNES ANZIN            
       4286,   ,100,E,E.P.PU,CHARLES PERRAULT              ,AVENUE BARROIS                  ,PECQUENCOURT              ,ECEL,G0000,DOUAI-WAZIERS                 
       4287,   ,100,E,E.P.PU,NIKI DE SAINT-PHALLE          ,26 RUE DE HURTEVENT             ,MARCQ EN BAROEUL          ,ECEL,G0000,LILLE1-MARCQ EN BAROEUL       
       4288,   ,100,E,E.P.PU,PETIT PRINCE                  ,29 RUE DU GENERAL LECLERC       ,LYS LEZ LANNOY            ,ECEL,G0000,ROUBAIX-HEM                   
       4289,   ,100,E,E.P.PU,EDMOND ROSTAND                ,7 RUE DE CHANZY                 ,ROUBAIX                   ,ECEL,G0000,ROUBAIX-CENTRE                
       4291,   7.00,100,E,E.P.PU,CHARLES DE GAULLE             ,                                ,TOURCOING                 ,ECEL,G0000,TOURCOING-EST                 
       4292,   ,100,E,E.E.A.,SOPHIE GERMAIN NIVEAU 2       ,95 BOULEVARD DE LA LIBERTE      ,LILLE                     ,ECEL,G0400,LILLE 1 - NORD                
       4293,   ,100,E,E.E.PU,JEHAN FROISSART               ,15 PLACE JEHAN FROISSART        ,VALENCIENNES              ,ECEL,G0400,VALENCIENNES-CENTRE           
       4295,   1.00,100,E,E.E.PU,EMILE COORNAERT               ,13 RUE DES TRINITAIRES          ,HONDSCHOOTE               ,ECEL,G0431,DUNKERQUE-BERGUES             
       4296,   1.00,100,E,E.P.PU,ANNE FRANK-JEAN MOULIN        ,6 RUE LOUIS PERGAUD             ,HALLUIN                   ,ECEL,G0431,TOURCOING-RONCQ               
       4297,   ,100,E,E.M.PU,BORIS VIAN                    ,RUE LAMARTINE                   ,VILLENEUVE D ASCQ         ,ECMA,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       4298,   ,100,E,E.P.PU,CAYEUX                        ,RUE LUCIEN CAYEUX               ,AVESNES SUR HELPE         ,ECMA,G0000,AVESNES-FOURMIES              
       4299,   ,100,E,E.P.PU,JEAN MACE                     ,2 RUE DU GENERAL DE GAULLE      ,CAMPHIN EN CAREMBAULT     ,ECMA,G0000,LILLE3-SECLIN                 
       4300,   ,100,E,E.P.PU,                              ,27 RUE PASTEUR                  ,CARNIERES                 ,ECMA,G0000,CAMBRAI-CENTRE                
       4301,   ,100,E,E.P.PU,BERTHELOT                     ,RUE JOSEPH LARCANCHE            ,DENAIN                    ,ECMA,G0000,VALENCIENNES DENAIN           
       4302,   ,100,E,E.P.PU,ANDRE NITA                    ,19 RUE SAINT CHARLES            ,DUNKERQUE                 ,ECMA,G0000,DUNKERQUE-CENTRE              
       4303,   ,100,E,E.P.PU,JEAN-CLAUDE MAHY              ,12 RUE DE FOURMIES              ,FERON                     ,ECMA,G0000,AVESNES-FOURMIES              
       4304,   ,100,E,E.P.PU,CHAUFFOUR                     ,RUE DES ECOLES                  ,FLAUMONT WAUDRECHIES      ,ECMA,G0000,AVESNES-FOURMIES              
       4305,   ,100,E,E.P.PU,DU CANTON DE CHEMILLE         ,RUE DU CANTON DE CHEMILLE       ,FONTAINE NOTRE DAME       ,ECMA,G0000,CAMBRAI-CENTRE                
       4306,   ,100,E,E.P.PU,                              ,22 GRAND RUE                    ,ABANCOURT                 ,ECMA,G0000,CAMBRAI-CENTRE                
       4307,   ,100,E,E.P.PU,YVES DUTEIL                   ,42 PLACE DE L EGLISE            ,ESQUERCHIN                ,ECMA,G0000,DOUAI-CUINCY                  
       4308,   1.00,100,E,E.P.PU,VICTOR HUGO                   ,1 RUE MARCEL SEMBAT             ,RAIMBEAUCOURT             ,ECMA,G0000,DOUAI-CUINCY                  
       4309,   1.00,100,E,E.M.PU,GERARD PHILIPE                ,17 PLACE DE LA REPUBLIQUE       ,AUBY                      ,ECMA,G0000,DOUAI-CUINCY                  
       4310,   ,100,E,E.M.PU,LA TOUR DES DAMES             ,368 BOULEVARD BREGUET           ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4311,   1.00,100,E,E.M.A.,LEONIE MAIAUX                 ,105 RUE LEONIE MAIAUX           ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4312,   ,100,E,E.M.A.,APPLICATION JEAN MONNET       ,69 RUE D ESQUERCHIN             ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4313,   ,100,E,E.M.PU,MARIE CURIE                   ,149 RUE DE COLMAR               ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4314,   ,100,E,E.M.PU,JULES MOUSSERON               ,93 ALLEE GAL  KOENIG            ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4315,   ,100,E,E.M.PU,JEAN DE LA FONTAINE           ,293 RUE DE L'EGLISE             ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4316,   ,100,E,E.M.PU,LA MOUCHONNIERE               ,241 RUE CHARCOT                 ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4317,   ,100,E,E.M.PU,BERNARD DE LATTRE             ,260 RUE DE RAIMBEAUCOURT        ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4318,   ,100,E,E.P.PU,GUSTAVE DESWARTE              ,218 AVENUE GENERAL DE GAULLE    ,BRAY DUNES                ,ECMA,G0000,DUNKERQUE-CENTRE              
       4319,   1.00,100,E,E.P.PU,RENE BONPAIN                  ,128 RUE DE L ABBE BONPAIN       ,LEFFRINCKOUCKE            ,ECMA,G0000,DUNKERQUE-CENTRE              
       4320,   ,100,E,E.P.PU,ALBERT FAVRESSE               ,186 RUE SAINTE CATHERINE        ,LEFFRINCKOUCKE            ,ECMA,G0000,DUNKERQUE-CENTRE              
       4321,   1.00,100,E,E.M.PU,JULES FERRY                   ,11 RUE VAN COPPENOLLE           ,ABSCON                    ,ECMA,G0000,VALENCIENNES-ESCAUDAIN        
       4322,   1.00,100,E,E.M.PU,AUGUSTINE TESTELIN            ,6 RUE DE VERDUN                 ,ALLENNES LES MARAIS       ,ECMA,G0000,LILLE2-ANNOEULLIN             
       4323,   ,100,E,E.P.PU,MAURICE LENNE                 ,711 RUE GABRIEL PERI            ,ANHIERS                   ,ECMA,G0000,DOUAI-CUINCY                  
       4324,   1.00,100,E,E.M.PU,ARCHEVEQUE                    ,RUE AMEDEE DEREGNAUCOURT        ,ANICHE                    ,ECMA,G0000,DOUAI-CANTIN                  
       4325,   1.00,100,E,E.M.PU,JEAN SCHMIDT                  ,6 RUE DELVAL CITE HLM           ,ANICHE                    ,ECMA,G0000,DOUAI-CANTIN                  
       4326,   1.00,100,E,E.M.PU,MARCEL CACHIN                 ,65 RUE PATOUX                   ,ANICHE                    ,ECMA,G0000,DOUAI-CANTIN                  
       4327,   ,100,E,E.P.PU,ANNE FRANK                    ,5 RUE JOSEPH RICHY              ,ANNOEULLIN                ,ECMA,G0000,LILLE2-ANNOEULLIN             
       4328,   ,100,E,E.M.PU,LES P'TITS LOUPS              ,8 BIS RUE DU REVIN              ,ANOR                      ,ECMA,G0000,AVESNES-FOURMIES              
       4329,   1.00,100,E,E.P.PU,ANDRE CHEDID                  ,20 A RUE MARIS CURIE            ,ANSTAING                  ,ECMA,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       4330,   ,100,E,E.M.PU,JEAN JAURES                   ,272 RUE JEAN JAURES             ,ANZIN                     ,ECMA,G0000,VALENCIENNES ANZIN            
       4331,   ,100,E,E.M.PU,GAMBETTA                      ,366 BIS RUE JEAN JAURES         ,ANZIN                     ,ECMA,G0000,VALENCIENNES ANZIN            
       4332,   ,100,E,E.M.PU,BERTRAND TAVERNIER            ,27 RUE DERRIERE LES HAIES       ,ANZIN                     ,ECMA,G0000,VALENCIENNES ANZIN            
       4333,   ,100,E,E.M.PU,GALLIENI                      ,19 RUE GALLIENI                 ,ANZIN                     ,ECMA,G0000,VALENCIENNES ANZIN            
       4334,   ,100,E,E.M.PU,MOZART                        ,39 RUE MARLE                    ,LA CHAPELLE D ARMENTIERES ,ECMA,G0000,LILLE2-ARMENTIERES            
       4335,   1.00,100,E,E.M.PU,LEO LAGRANGE                  ,1 AVENUE DE STALYBRIDGE         ,ARMENTIERES               ,ECMA,G0000,LILLE2-ARMENTIERES            
       4336,   ,100,E,E.M.PU,GAMBETTA                      ,1 RUE GAMBETTA                  ,ARMENTIERES               ,ECMA,G0000,LILLE2-ARMENTIERES            
       4337,   ,100,E,E.M.PU,JEAN MACE                     ,32 RUE JEAN MACE                ,ARMENTIERES               ,ECMA,G0000,LILLE2-ARMENTIERES            
       4338,   2.00,100,E,E.M.PU,ANATOLE FRANCE                ,137 RUE DU KEMMEL               ,ARMENTIERES               ,ECMA,G0000,LILLE2-ARMENTIERES            
       4339,   2.00,100,E,E.P.PU,                              ,2 RUE DE LA MAIRIE              ,ARNEKE                    ,ECMA,G0000,DUNKERQUE-WORMHOUT            
       4340,   ,100,E,E.M.PU,JEAN-BAPTISTE LEBAS           ,36 RUE JEAN-BAPTISTE LEBAS      ,AUBERCHICOURT             ,ECMA,G0000,DOUAI-CANTIN                  
       4341,   1.00,100,E,E.M.PU,LA PAIX                       ,BOULEVARD DE LA LIBERTE         ,AUBERCHICOURT             ,ECMA,G0000,DOUAI-CANTIN                  
       4342,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,6 RUE JEAN SIMON DUMONT         ,AUBIGNY AU BAC            ,ECMA,G0000,DOUAI-CANTIN                  
       4343,   ,100,E,E.P.PU,                              ,63 RUE HENRI MAURICE            ,AUBRY DU HAINAUT          ,ECMA,G0000,VALENCIENNES ANZIN            
       4344,   1.00,100,E,E.M.PU,GROUPE PIERRE ET MARIE CURIE  ,RUE JEAN DELATTRE               ,VILLENEUVE D ASCQ         ,ECMA,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       4345,   ,100,E,E.M.PU,EUGENIE COTTON                ,2 SQUARE LECLERC                ,AULNOYE AYMERIES          ,ECMA,G0000,AVESNES AULNOYE               
       4346,   ,100,E,E.M.PU,PIERRE SEMARD                 ,31 RUE JEAN CATTELAS            ,AULNOYE AYMERIES          ,ECMA,G0000,AVESNES AULNOYE               
       4347,   ,100,E,E.P.PU,5 BONNIERS ALPHONSE DAUDET    ,2 RUE GEORGE SAND               ,AVELIN                    ,ECMA,G0000,LILLE3-WATTIGNIES             
       4348,   2.00,100,E,E.M.PU,BLANCHE NEIGE                 ,10 RUE ERNEST ANTOINE           ,AVESNELLES                ,ECMA,G0000,AVESNES-FOURMIES              
       4349,   ,100,E,E.M.PU,DANIELE CASANOVA              ,RUE PASTEUR                     ,AVESNES LES AUBERT        ,ECMA,G0000,CAMBRAI-LE CATEAU             
       4350,   ,100,E,E.P.PU,                              ,3 RUE ALBERT MATHIEU            ,AWOINGT                   ,ECMA,G0000,CAMBRAI-CENTRE                
       4351,   ,100,E,E.M.PU,JACQUES PREVERT               ,RUE DES ECOLES                  ,BACHANT                   ,ECMA,G0000,AVESNES AULNOYE               
       4352,   ,100,E,E.P.PU,COMPLEXE SCOLAIRE JACQUES BREL,10 RUE DU MARECHAL FOCH         ,BACHY                     ,ECMA,G0000,LILLE3-RONCHIN                
       4353,   ,100,E,E.M.PU,LOUIS PASTEUR                 ,RUE PASTEUR                     ,BAILLEUL                  ,ECMA,G0000,DUNKERQUE-BAILLEUL            
       4354,   ,100,E,E.P.PU,JAN DE BELLE                  ,10 RUE SAINT JACQUES            ,BAILLEUL                  ,ECMA,G0000,DUNKERQUE-BAILLEUL            
       4355,   ,100,E,E.P.PU,PIETER BRUEGHEL               ,RUE DE LA SERPENTINE            ,BAILLEUL                  ,ECMA,G0000,DUNKERQUE-BAILLEUL            
       4356,   ,100,E,E.P.PU,PAUL EMILE VICTOR             ,CHEMIN D'OGIMONT                ,BAISIEUX                  ,ECMA,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       4357,   ,100,E,E.P.PU,JEAN DE LA FONTAINE (RPI 4)   ,57 RUE PRINCIPALE               ,BAMBECQUE                 ,ECMA,G0000,DUNKERQUE-BERGUES             
       4358,   ,100,E,E.P.PU,NIVEAU 1 (RPI 3)              ,RUE DU MILIEU                   ,BANTEUX                   ,ECMA,G0000,CAMBRAI-SUD                   
       4359,   ,100,E,E.P.PU,                              ,29 RUE DE MARQUETTE             ,BANTIGNY                  ,ECMA,G0000,CAMBRAI-CENTRE                
       4360,   ,100,E,E.M.PU,LES PERCE-NEIGE               ,RUE FERRER                      ,BAUVIN                    ,ECMA,G0000,LILLE2-ANNOEULLIN             
       4361,   ,100,E,E.M.PU,LES PEUPLIERS                 ,30 RUE GHESQUIERE               ,BAUVIN                    ,ECMA,G0000,LILLE2-ANNOEULLIN             
       4362,   ,100,E,E.M.PU,LES ALLEES                    ,3 RUE DES ALLEES                ,BAVAY                     ,ECMA,G0000,AVESNES-LE QUESNOY            
       4363,   ,100,E,E.P.PU,DU TULIPIER                   ,6 RUE DE FOURNES                ,BEAUCAMPS LIGNY           ,ECMA,G0000,LILLE2-LOOS                   
       4364,   ,100,E,E.P.PU,NIVEAU 1                      ,36 RUE PASTEUR                  ,BEAUFORT                  ,ECMA,G0000,AVESNES AULNOYE               
       4365,   ,100,E,E.P.PU,(RPI 24)                      ,1 ET 3 RUE JOSEPH DEJARDIN      ,BEAUMONT EN CAMBRESIS     ,ECMA,G0000,CAMBRAI-SUD                   
       4366,   ,100,E,E.M.PU,                              ,142 RUE BERTHELOT               ,BEAUVOIS EN CAMBRESIS     ,ECMA,G0000,CAMBRAI-SUD                   
       4367,   ,100,E,E.M.PU,ALEXANDRE DENOYELLE           ,RUE DU 5 NOVEMBRE               ,BERLAIMONT                ,ECMA,G0000,AVESNES AULNOYE               
       4368,   1.00,100,E,E.P.PU,EVARISTE VANDEWALLE           ,138 GRAND RUE                   ,BERTHEN                   ,ECMA,G0000,DUNKERQUE-BAILLEUL            
       4369,   ,100,E,E.M.PU,JOLIOT-CURIE                  ,1 RUE GEORGES MORTUAIRE         ,BEUVRAGES                 ,ECMA,G0000,VALENCIENNES ANZIN            
       4370,   ,100,E,E.P.PU,                              ,RUE DE L ARBRE                  ,BEVILLERS                 ,ECMA,G0000,CAMBRAI-SUD                   
       4371,   ,100,E,E.P.PU,DES TROIS CLEFS               ,RUE DE LA MAIRIE                ,BOESEGHEM                 ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4372,   ,100,E,E.P.PU,                              ,39 RUE JOSEPH DEZITTER          ,BOLLEZEELE                ,ECMA,G0000,DUNKERQUE-WORMHOUT            
       4373,   ,100,E,E.P.PU,RENE DELHAY                   ,ROUTE DE SEC BOIS               ,BORRE                     ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4374,   ,100,E,E.P.PU,LAMARTINE                     ,RUE BENJAMIN VANDENBROUCQUE     ,BOURBOURG                 ,ECMA,G0000,DUNKERQUE-WORMHOUT            
       4375,   ,100,E,E.M.PU,GEORGES LEFEBVRE              ,20 AVENUE DU CHATEAU            ,BOUSIES                   ,ECMA,G0000,AVESNES-LE QUESNOY            
       4376,   ,100,E,E.P.PU,                              ,181 RUE DU BOIS                 ,BOUSIGNIES                ,ECMA,G0000,VALENCIENNES-SAINT AMAND      
       4377,   ,100,E,E.P.PU,PIERRE PERRET                 ,RUE DE L EGLISE                 ,BOUSSIERES SUR SAMBRE     ,ECMA,G0000,AVESNES AULNOYE               
       4378,   ,100,E,E.M.PU,CENTRE                        ,RUE PIERRE CURIE                ,BOUSSOIS                  ,ECMA,G0000,AVESNES-JEUMONT               
       4379,   ,100,E,E.P.PU,PIGEON VOLE                   ,421 RUE DE LA PLACE             ,BOUVIGNIES                ,ECMA,G0000,DOUAI-RIEULAY                 
       4380,   ,100,E,E.P.PU,LES FRESNELLES                ,2 RUE DU MARECHAL FOCH          ,BRILLON                   ,ECMA,G0000,VALENCIENNES-SAINT AMAND      
       4381,   ,100,E,E.P.PU,AU BOURG                      ,4 RUE DE L'ABBE DE BECO         ,BROUCKERQUE               ,ECMA,G0000,DUNKERQUE-WORMHOUT            
       4382,   ,100,E,E.P.PU,                              ,LA PLACE                        ,BROXEELE                  ,ECMA,G0000,DUNKERQUE-WORMHOUT            
       4383,   ,100,E,E.M.PU,HENRI MATISSE                 ,RUE LUCIEN MARS                 ,BRUAY SUR L ESCAUT        ,ECMA,G0000,VALENCIENNES BRUAY            
       4384,   2.00,100,E,E.M.PU,PAUL LANGEVIN                 ,10 BOULEVARD LEO LAGRANGE       ,BRUAY SUR L ESCAUT        ,ECMA,G0000,VALENCIENNES BRUAY            
       4385,   ,100,E,E.M.PU,DANIEL FERRY                  ,RUE DES FRANCS TIREURS          ,BRUAY SUR L ESCAUT        ,ECMA,G0000,VALENCIENNES BRUAY            
       4386,   ,100,E,E.M.PU,JOLIOT-CURIE                  ,PLACE HENRI DURRE               ,BRUAY SUR L ESCAUT        ,ECMA,G0000,VALENCIENNES BRUAY            
       4387,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,1 RUE DU CIMETIERE              ,CHATEAU L ABBAYE          ,ECMA,G0000,VALENCIENNES-CONDE            
       4388,   1.00,100,E,E.P.PU,GROUPE SCOLAIRE VALMUSE       ,8 RUE D'EN BAS                  ,BRUNEMONT                 ,ECMA,G0000,DOUAI-CANTIN                  
       4389,   ,100,E,E.P.PU,CLAUDE BERNARD                ,RUE FRANCK BOURREAU             ,BUSIGNY                   ,ECMA,G0000,CAMBRAI-LE CATEAU             
       4390,   ,100,E,E.M.PU,DU CENTRE                     ,30 RUE PASTEUR                  ,BUSIGNY                   ,ECMA,G0000,CAMBRAI-LE CATEAU             
       4391,   ,100,E,E.P.PU,(RPI 7)                       ,156 LA PLACE                    ,BUYSSCHEURE               ,ECMA,G0000,DUNKERQUE-WORMHOUT            
       4392,   ,100,E,E.M.PU,KENNEDY                       ,16 RUE JEAN MERMOZ              ,CAMBRAI                   ,ECMA,G0000,CAMBRAI-CENTRE                
       4393,   1.00,100,E,E.M.PU,FERDINAND BUISSON             ,93 ALLEE SAINT ROCH             ,CAMBRAI                   ,ECMA,G0000,CAMBRAI-CENTRE                
       4394,   1.00,100,E,E.M.PU,PAUL BERT                     ,32 RUE PAUL BERT                ,CAMBRAI                   ,ECMA,G0000,CAMBRAI-CENTRE                
       4395,   1.00,100,E,E.M.PU,RAYMOND GERNEZ                ,23 RUE RAYMOND GERNEZ           ,CAMBRAI                   ,ECMA,G0000,CAMBRAI-CENTRE                
       4396,   ,100,E,E.M.PU,DU PARC                       ,RUE DES SOUPIRS                 ,CAMBRAI                   ,ECMA,G0000,CAMBRAI-CENTRE                
       4397,   ,100,E,E.P.PU,JACQUES BREL                  ,11 RUE DU COMTE D'ARTOIS        ,CAMBRAI                   ,ECMA,G0000,CAMBRAI-CENTRE                
       4398,   ,100,E,E.P.PU,(RPI 18)                      ,78 GRAND RUE                    ,CANTAING SUR ESCAUT       ,ECMA,G0000,CAMBRAI-CENTRE                
       4399,   1.00,100,E,E.P.PU,LUCIE AUBRAC                  ,2 BIS RUE D'ENNETIERES          ,CAPINGHEM                 ,ECMA,G0000,LILLE2-LOMME                  
       4400,   1.00,100,E,E.P.PU,JEAN JAURES                   ,92 ROUTE DE BOURBOURG           ,CAPPELLE LA GRANDE        ,ECMA,G0000,DUNKERQUE-BERGUES             
       4401,   ,100,E,E.P.PU,MERESSE                       ,115 RUE ROGER LEBON             ,CARTIGNIES                ,ECMA,G0000,AVESNES-FOURMIES              
       4402,   ,100,E,E.P.PU,DES CHATAIGNIERS              ,36 RUE PAUL VAILLANT COUTURIER  ,CATTENIERES               ,ECMA,G0000,CAMBRAI-CENTRE                
       4403,   ,100,E,E.M.PU,BATISSE ET LAITE              ,16 BIS RUE PIERRE BROSSOLETTE   ,CAUDRY                    ,ECMA,G0000,CAMBRAI-SUD                   
       4404,   ,100,E,E.M.PU,JEAN LEBAS                    ,23 RUE JEAN BAPTISTE LEBAS      ,CAUDRY                    ,ECMA,G0000,CAMBRAI-SUD                   
       4405,   1.00,100,E,E.M.PU,JULES FERRY                   ,42 TER RUE LOUISE MICHEL        ,CAUDRY                    ,ECMA,G0000,CAMBRAI-SUD                   
       4406,   ,100,E,E.M.PU,FRANCOISE DOLTO               ,15 RUE JACQUARD                 ,CAUDRY                    ,ECMA,G0000,CAMBRAI-SUD                   
       4407,   ,100,E,E.P.PU,JEAN MACE                     ,1 R JEAN MACE                   ,CAULLERY                  ,ECMA,G0000,CAMBRAI-SUD                   
       4408,   ,100,E,E.P.PU,LES COLIBRIS                  ,6 RUE DE LA MAIRIE              ,CHEMY                     ,ECMA,G0000,LILLE3-SECLIN                 
       4409,   ,100,E,E.P.PU,JULES FERRY                   ,100 ROUTE NATIONALE             ,CHERENG                   ,ECMA,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       4410,   ,100,E,E.M.PU,MARIE-LOUISE FOULON           ,PLACE DES ECOSSAIS              ,CLARY                     ,ECMA,G0000,CAMBRAI-SUD                   
       4411,   ,100,E,E.P.PU,                              ,1 PETITE RUE                    ,COBRIEUX                  ,ECMA,G0000,LILLE3-RONCHIN                
       4412,   ,100,E,E.P.PU,CELINE HARQZ                  ,22 RUE DES ECOLES               ,COLLERET                  ,ECMA,G0000,AVESNES-JEUMONT               
       4413,   ,100,E,E.P.PU,LES COQUELICOTS               ,4 RUE DES FRERES BULKAEN        ,COMINES                   ,ECMA,G0000,LILLE2-LOMME                  
       4414,   ,100,E,E.M.PU,CHARLES PERRAULT              ,17 RUE DES ECOLES               ,COMINES                   ,ECMA,G0000,LILLE2-LOMME                  
       4415,   ,100,E,E.M.PU,GPE SCOL HAMEAU DE MACOU MAT. ,RUE GERMINAL                    ,CONDE SUR L ESCAUT        ,ECMA,G0000,VALENCIENNES-CONDE            
       4416,   ,100,E,E.M.PU,CENTRE                        ,RUE DU MARECHAL DE CROY         ,CONDE SUR L ESCAUT        ,ECMA,G0000,VALENCIENNES-CONDE            
       4417,   1.00,100,E,E.M.PU,LE JARD                       ,2 AVENUE DES AMERICAINS         ,CONDE SUR L ESCAUT        ,ECMA,G0000,VALENCIENNES-CONDE            
       4418,   ,100,E,E.M.PU,JACQUES PREVERT               ,38 RUE GUSTAVE FONTAINE         ,COUDEKERQUE BRANCHE       ,ECMA,G0000,DUNKERQUE-BERGUES             
       4419,   ,100,E,E.M.PU,PAUL FORT                     ,RUE DES PEUPLIERS               ,COUDEKERQUE BRANCHE       ,ECMA,G0000,DUNKERQUE-BERGUES             
       4420,   ,100,E,E.M.PU,GERARD PHILIPE                ,RUE DREVE DURIEZ                ,COUDEKERQUE BRANCHE       ,ECMA,G0000,DUNKERQUE-BERGUES             
       4421,   ,100,E,E.M.PU,LEON DEJARDIN                 ,RUE BLANCHARD                   ,COUSOLRE                  ,ECMA,G0000,AVESNES-JEUMONT               
       4422,   1.00,100,E,E.M.PU,BLANC MISSERON                ,92 RUE DES DEPORTES             ,CRESPIN                   ,ECMA,G0000,VALENCIENNES BRUAY            
       4423,   ,100,E,E.P.PU,                              ,RUE SAINT MARTIN                ,CREVECOEUR SUR L ESCAUT   ,ECMA,G0000,CAMBRAI-SUD                   
       4424,   ,100,E,E.P.PU,MARCEL AYME                   ,8 MEUNINCK STRAETE              ,CROCHTE                   ,ECMA,G0000,DUNKERQUE-BERGUES             
       4425,   ,100,E,E.M.PU,GUSTAVE NADAUD                ,19 RUE EDOUARD HERRIOT          ,CROIX                     ,ECMA,G0000,ROUBAIX-WASQUEHAL             
       4426,   1.00,100,E,E.P.PU,LUCIE AUBRAC                  ,44 RUE KLEBER                   ,CROIX                     ,ECMA,G0000,ROUBAIX-WASQUEHAL             
       4427,   ,100,E,E.M.PU,JEAN MACE                     ,7 PLACE DU DOCTEUR CHARCOT      ,CROIX                     ,ECMA,G0000,ROUBAIX-WASQUEHAL             
       4428,   ,100,E,E.M.PU,RASPAIL                       ,44 RUE RASPAIL                  ,CROIX                     ,ECMA,G0000,ROUBAIX-WASQUEHAL             
       4429,   ,100,E,E.M.PU,SAINT EXUPERY                 ,1 RUE DU GENERAL DE GAULLE      ,CYSOING                   ,ECMA,G0000,LILLE3-RONCHIN                
       4430,   ,100,E,E.M.PU,DE LA LONGUE BORNE            ,RUE DES FRERES MARTEL           ,DECHY                     ,ECMA,G0000,DOUAI-CANTIN                  
       4431,   2.00,100,E,E.M.PU,GROUPE SCOLAIRE PATRICK ROY   ,RUE MADAME DE SEVIGNE           ,DENAIN                    ,ECMA,G0000,VALENCIENNES DENAIN           
       4432,   ,100,E,E.M.PU,ANDRE JURENIL                 ,428 RUE PIERRE NEVE             ,DENAIN                    ,ECMA,G0000,VALENCIENNES DENAIN           
       4433,   ,100,E,E.M.PU,VICTOR HUGO                   ,48 RUE VICTOR HUGO              ,DENAIN                    ,ECMA,G0000,VALENCIENNES DENAIN           
       4434,   ,100,E,E.M.PU,GEORGE SAND                   ,17 TER RUE DESANDROUINS         ,DENAIN                    ,ECMA,G0000,VALENCIENNES DENAIN           
       4435,   ,100,E,E.M.PU,CHARLES GIDE                  ,4 RUE DES COOPERATEURS          ,DENAIN                    ,ECMA,G0000,VALENCIENNES DENAIN           
       4436,   ,100,E,E.M.PU,CONDORCET                     ,363 RUE ARTHUR BRUNET           ,DENAIN                    ,ECMA,G0000,VALENCIENNES DENAIN           
       4437,   ,100,E,E.M.PU,LA FONTAINE                   ,186 RUE LOUIS PETIT             ,DENAIN                    ,ECMA,G0000,VALENCIENNES DENAIN           
       4438,   ,100,E,E.P.PU,GUYNEMER                      ,3 RUE DES PROCESSIONS           ,DEULEMONT                 ,ECMA,G0000,LILLE2-ARMENTIERES            
