N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION
       2754,   ,100,E,E.E.PU,GEORGES BRASSENS NIVEAU 1     ,RUE FERRER                      ,BAUVIN                    ,CHME,G0145,LILLE2-ANNOEULLIN             
       2755,   1.00,100,E,E.P.PU,LAMARTINE                     ,RUE BENJAMIN VANDENBROUCQUE     ,BOURBOURG                 ,CHME,G0145,DUNKERQUE-WORMHOUT            
       2756,   1.00,100,E,E.E.PU,ERNEST CARLIN                 ,RUE GILBERT LANTHIER            ,BOUSSOIS                  ,CHME,G0145,AVESNES-JEUMONT               
       2757,   ,100,E,E.E.PU,JACQUES PREVERT               ,RUE DES POILUS                  ,BUSIGNY                   ,CHME,G0145,CAMBRAI-LE CATEAU             
       2758,   ,100,E,E.E.PU,RAYMOND GERNEZ                ,17 RUE RAYMOND GERNEZ           ,CAMBRAI                   ,CHME,G0145,CAMBRAI-CENTRE                
       2759,   ,100,E,E.P.PU,JEAN JAURES                   ,92 ROUTE DE BOURBOURG           ,CAPPELLE LA GRANDE        ,CHME,G0145,DUNKERQUE-BERGUES             
       2760,   ,100,E,E.E.PU,PAUL BERT                     ,RUE PIERRE BROSSOLETTE          ,CAUDRY                    ,CHME,G0145,CAMBRAI-SUD                   
       2761,   1.00,100,E,E.E.PU,CENTRE                        ,37 RUE PASTEUR                  ,COMINES                   ,CHME,G0145,LILLE2-LOMME                  
       2762,   1.00,100,E,E.E.PU,CENTRE                        ,7 RUE DU COLLEGE                ,CONDE SUR L ESCAUT        ,CHME,G0145,VALENCIENNES-CONDE            
       2763,   ,100,E,E.P.PU,LUCIE AUBRAC                  ,44 RUE KLEBER                   ,CROIX                     ,CHME,G0145,ROUBAIX-WASQUEHAL             
       2764,   1.00,100,E,E.E.PU,MICHELET                      ,15 RUE PIERRE BERIOT            ,DENAIN                    ,CHME,G0145,VALENCIENNES DENAIN           
       2765,   1.00,100,E,E.E.PU,VOLTAIRE NIVEAU 2             ,103 RUE LUDOVIC TRARIEUX        ,DENAIN                    ,CHME,G0145,VALENCIENNES DENAIN           
       2766,   1.00,100,E,E.E.PU,EMILE ZOLA                    ,188 RUE DE VILLARS              ,DENAIN                    ,CHME,G0145,VALENCIENNES DENAIN           
       2767,   1.00,100,E,E.E.A.,BLANCS MOUCHONS               ,47 RUE DES BLANCS MOUCHONS      ,DOUAI                     ,CHME,G0145,DOUAI-CENTRE                  
       2768,   ,100,E,E.P.A.,LUCIEN MAILLART               ,RUE DU JEU DE MAIL              ,DUNKERQUE                 ,CHME,G0145,DUNKERQUE-SAINT-POL           
       2769,   1.00,100,E,E.P.PU,GROUPE LANGEVIN-WALLON        ,RUE D ANCHIN                    ,PECQUENCOURT              ,CHME,G0145,DOUAI-WAZIERS                 
       2770,   ,100,E,E.E.PU,JULES FERRY NIVEAU 2          ,RUE DE LA PAIX                  ,PERENCHIES                ,CHME,G0145,LILLE2-LOMME                  
       2771,   1.00,100,E,E.E.PU,MARCEL CACHIN                 ,1 RUE PIERRE DEGEYTER           ,ESCAUDAIN                 ,CHME,G0145,VALENCIENNES-ESCAUDAIN        
       2772,   ,100,E,E.E.PU,LOUIS PERGAUD                 ,31 RUE LOUISE PAREE             ,FEIGNIES                  ,CHME,G0145,AVESNES-LE QUESNOY            
       2773,   1.00,100,E,E.E.PU,GEORGES BRASSENS              ,2 AVENUE KENNEDY                ,FOURMIES                  ,CHME,G0145,AVESNES-FOURMIES              
       2774,   1.00,100,E,E.E.PU,VICTOR HUGO                   ,2 RUE VICTOR HUGO               ,FOURMIES                  ,CHME,G0145,AVESNES-FOURMIES              
       2775,   1.00,100,E,E.E.PU,DANIEL FERY                   ,RUE DU BOIS                     ,FRESNES SUR ESCAUT        ,CHME,G0145,VALENCIENNES-CONDE            
       2776,   ,100,E,E.E.PU,JEAN MOULIN                   ,RUE CLEMENCEAU                  ,GRANDE SYNTHE             ,CHME,G0145,DUNKERQUE-GRAVELINES          
       2777,   ,100,E,E.P.PU,JEAN MACE-MARIA MONTESSORI    ,RUE DU CARDINAL LIENART         ,HALLUIN                   ,CHME,G0145,TOURCOING-RONCQ               
       2778,   ,100,E,E.E.PU,MICHELET                      ,RUE DE LA ROUGE PORTE           ,HALLUIN                   ,CHME,G0145,TOURCOING-RONCQ               
       2779,   ,100,E,E.P.PU,VICTOR HUGO                   ,2 RUE ALFRED DE MUSSET          ,HAUTMONT                  ,CHME,G0145,AVESNES AULNOYE               
       2780,   1.00,100,E,E.E.PU,MICHEL MONTAIGNE              ,35 PLACE GENERAL DE GAULLE      ,HAUTMONT                  ,CHME,G0145,AVESNES AULNOYE               
       2781,   ,100,E,E.E.PU,BERTHELOT-SEVIGNE             ,52 RUE DES ECOLES               ,HELLEMMES LILLE           ,CHME,G0145,LILLE 1 - HELLEMMES           
       2782,   ,100,E,E.E.PU,GROUPE SCOLAIRE MARIE CURIE   ,RUE LANNELONGUE                 ,HEM                       ,CHME,G0145,ROUBAIX-HEM                   
       2783,   ,100,E,E.E.PU,PASTEUR                       ,7 RUE GUSTAVE NADAUD            ,LAMBERSART                ,CHME,G0145,LILLE 1 - LAMBERSART          
       2784,   1.00,100,E,E.E.PU,EMILIENNE BONNAIRE            ,12 BOULEVARD DES RESISTANTS     ,LANDRECIES                ,CHME,G0145,AVESNES AULNOYE               
       2785,   ,100,E,E.P.PU,LANOY BLIN-PERI               ,25 RUE JEAN JAURES              ,LEERS                     ,CHME,G0145,ROUBAIX-HEM                   
       2786,   ,100,E,E.P.PU,DESCARTES-MONTESQUIEU         ,1 R LOUIS BLANC                 ,LILLE                     ,CHME,G0145,LILLE 1 - HELLEMMES           
       2787,   1.00,100,E,E.E.PU,ANATOLE FRANCE                ,13 RUE ALPHONSE LEROY           ,LILLE                     ,CHME,G0145,LILLE 1 - HELLEMMES           
       2788,   1.00,100,E,E.E.PU,ARTHUR CORNETTE               ,18 RUE EUGENE JACQUET           ,LILLE                     ,CHME,G0145,LILLE 1 - HELLEMMES           
       2789,   ,100,E,E.E.PU,BOUFFLERS-MONGE               ,11 RUE SAINT-SAUVEUR            ,LILLE                     ,CHME,G0145,LILLE 1 - CENTRE              
       2790,   ,100,E,E.P.PU,SAND - BRACKE - DESROUSSEAUX  ,37 AVENUE DE LA REPUBLIQUE      ,LILLE-LOMME               ,CHME,G0145,LILLE2-LOMME                  
       2791,   ,100,E,E.P.PU,JACQUES PREVERT               ,14 RUE DE LA GARE               ,LA LONGUEVILLE            ,CHME,G0145,AVESNES-LE QUESNOY            
       2792,   1.00,100,E,E.E.PU,GEORGE SAND-ALPHONSE DAUDET   ,RUE EDOUARD HERRIOT             ,LOOS                      ,CHME,G0145,LILLE2-LOOS                   
       2793,   ,100,E,E.P.PU,GROUPE SCOL MESPREUVEN-ELUARD ,75/73 AVENUE MONTFORT CHALOSSE  ,LOUVROIL                  ,CHME,G0145,AVESNES-JEUMONT               
       2794,   1.00,100,E,E.E.PU,PAUL BERT NIVEAU 2            ,14 RUE DU PROGRES               ,LYS LEZ LANNOY            ,CHME,G0145,ROUBAIX-HEM                   
       2795,   ,100,E,E.E.PU,KLEBER                        ,54 RUE KLEBER                   ,LA MADELEINE              ,CHME,G0145,LILLE1-MARCQ EN BAROEUL       
       2796,   ,100,E,E.E.PU,VICTOR HUGO                   ,43 RUE DES GANTOIS              ,LA MADELEINE              ,CHME,G0145,LILLE1-MARCQ EN BAROEUL       
       2797,   ,100,E,E.E.PU,LOUISE MICHEL                 ,27 RUE CAMELINAT                ,MARLY                     ,CHME,G0145,VALENCIENNES-SAINT SAULVE     
       2798,   ,100,E,E.P.PU,GROUPE SCOLAIRE MARIE CURIE   ,2 RUE DES BLEUETS               ,MARLY                     ,CHME,G0145,VALENCIENNES-SAINT SAULVE     
       2799,   1.00,100,E,E.P.PU,ALOUETTES - PAUL BERT         ,8 RUE DU DOCTEUR FLEMING        ,MARQUETTE LEZ LILLE       ,CHME,G0145,LILLE 1 - LAMBERSART          
       2800,   1.00,100,E,E.E.PU,JEAN LEBAS                    ,PLACE EDOUARD LHOTELLIER        ,NEUVILLE ST REMY          ,CHME,G0145,CAMBRAI-CENTRE                
       2801,   ,100,E,E.E.PU,JULES FERRY                   ,66 RUE JULES ROCH               ,ORCHIES                   ,CHME,G0145,DOUAI-RIEULAY                 
       2802,   ,100,E,E.P.PU,LOUISE DE BETTIGNIES          ,33 RUE GEORGES CLAEYMAN         ,DUNKERQUE                 ,CHME,G0145,DUNKERQUE-CENTRE              
       2803,   1.00,100,E,E.E.PU,OLIVIER DE SERRES-CARRETTE    ,21 RUE OLIVIER DE SERRES        ,ROUBAIX                   ,CHME,G0145,ROUBAIX-EST                   
       2804,   1.00,100,E,E.E.PU,CONDORCET                     ,48 RUE BREZIN                   ,ROUBAIX                   ,CHME,G0145,ROUBAIX OUEST                 
       2805,   1.00,100,E,E.P.PU,LEGOUVE                       ,46  RUE DE SOUBISE              ,ROUBAIX                   ,CHME,G0145,ROUBAIX OUEST                 
       2806,   1.00,100,E,E.E.PU,LAVOISIER                     ,8 RUE DUPUY DE LOME             ,ROUBAIX                   ,CHME,G0145,ROUBAIX-CENTRE                
       2807,   ,100,E,E.E.PU,ERNEST RENAN                  ,56 RUE BEAUREWAERT              ,ROUBAIX                   ,CHME,G0145,ROUBAIX-CENTRE                
       2808,   ,100,E,E.P.PU,MICHELET                      ,47 RUE DE TUNIS                 ,ROUBAIX                   ,CHME,G0145,ROUBAIX-CENTRE                
       2809,   ,100,E,E.P.PU,BOILEAU-PASTEUR               ,74 RUE DE CONDE                 ,ROUBAIX                   ,CHME,G0145,ROUBAIX-EST                   
       2810,   1.00,100,E,E.E.PU,PASTEUR                       ,8 RUE PASTEUR                   ,ROUSIES                   ,CHME,G0145,AVESNES-MAUBEUGE              
       2811,   ,100,E,E.E.PU,GEORGES BRASSENS NIVEAU 2     ,21 RUE DE L'EGALITE             ,SAINGHIN EN WEPPES        ,CHME,G0145,LILLE2-ANNOEULLIN             
       2812,   1.00,100,E,E.E.PU,MARCEL BENOIST                ,51 RUE DES VIVIERS DU CLOS      ,ST AMAND LES EAUX         ,CHME,G0145,VALENCIENNES-SAINT AMAND      
       2813,   ,100,E,E.E.PU,GEORGES WALLERS               ,RUE DE LA CROISETTE             ,ST AMAND LES EAUX         ,CHME,G0145,VALENCIENNES-SAINT AMAND      
       2814,   ,100,E,E.E.PU,VANCAUWENBERGHE               ,7 RUE DELPORTE                  ,ST POL SUR MER            ,CHME,G0145,DUNKERQUE-SAINT-POL           
       2815,   1.00,100,E,E.E.PU,JEAN JAURES                   ,PLACE JEAN JAURES               ,SIN LE NOBLE              ,CHME,G0145,DOUAI-WAZIERS                 
       2816,   1.00,100,E,E.E.PU,SUZANNE LANOY                 ,RUE ANNE GODEAU                 ,SIN LE NOBLE              ,CHME,G0145,DOUAI-WAZIERS                 
       2817,   ,100,E,E.E.PU,JEAN DE LA FONTAINE           ,RUE DE BAILLEUL                 ,STEENVOORDE               ,CHME,G0145,DUNKERQUE-HAZEBROUCK          
       2818,   ,100,E,E.E.PU,GROUPE SCOLAIRE PASTEUR       ,CHEMIN DE LA CHAPELLE           ,TEMPLEMARS                ,CHME,G0145,LILLE3-WATTIGNIES             
       2819,   1.00,100,E,E.E.PU,PAUL BERT                     ,34 RUE EMILE ZOLA               ,THUMERIES                 ,CHME,G0145,LILLE3-SECLIN                 
       2820,   1.00,100,E,E.E.PU,PIERRE BROSSOLETTE            ,2 RUE ANATOLE FRANCE            ,TOURCOING                 ,CHME,G0145,TOURCOING-OUEST               
       2821,   1.00,100,E,E.E.PU,PAUL CLAUDEL                  ,8 RUE DU ROITELET               ,TOURCOING                 ,CHME,G0145,TOURCOING-EST                 
       2822,   ,100,E,E.E.PU,MICHELET                      ,34 RUE PASTEUR                  ,TOURCOING                 ,CHME,G0145,TOURCOING-EST                 
       2823,   ,100,E,E.E.PU,JEAN MACE                     ,62 RUE DU FLOCON                ,TOURCOING                 ,CHME,G0145,TOURCOING-OUEST               
       2824,   1.00,100,E,E.E.PU,PASTEUR                       ,17 RUE DU VIROLOIS              ,TOURCOING                 ,CHME,G0145,TOURCOING-EST                 
       2825,   1.00,100,E,E.E.PU,RENE LECOCQ                   ,107 RUE CLAUDE BERNARD          ,TOURCOING                 ,CHME,G0145,TOURCOING-OUEST               
       2826,   1.00,100,E,E.E.PU,JULES FERRY NIVEAU 1          ,6 RUE DE LA POTENTE             ,TOURCOING                 ,CHME,G0145,TOURCOING-EST                 
       2827,   ,100,E,E.E.PU,LAVOISIER                     ,9 RUE GUY MOCQUET               ,TOURCOING                 ,CHME,G0145,TOURCOING-EST                 
       2828,   1.00,100,E,E.E.PU,RENE BRY                      ,4 RUE DU MARECHAL FOCH          ,TRELON                    ,CHME,G0145,AVESNES-FOURMIES              
       2829,   1.00,100,E,E.E.PU,LUCIE AUBRAC                  ,PLACE DE LA RESISTANCE          ,TRITH ST LEGER            ,CHME,G0145,VALENCIENNES-SAINT SAULVE     
       2830,   ,100,E,E.P.PU,JEAN MINEUR                   ,232 AVENUE DESANDROUINS         ,VALENCIENNES              ,CHME,G0145,VALENCIENNES-CENTRE           
       2831,   ,100,E,E.E.PU,CARIOT                        ,5 RUE DU CARIOT                 ,VALENCIENNES              ,CHME,G0145,VALENCIENNES-CENTRE           
       2832,   ,100,E,E.E.PU,LAVOISIER                     ,7 RUE LAVOISIER                 ,WATTRELOS                 ,CHME,G0145,ROUBAIX-WATTRELOS             
       2833,   ,100,E,E.P.PU,GROUPE SCOLAIRE CONDORCET     ,20 RUE DES PATRIOTES            ,WATTRELOS                 ,CHME,G0145,ROUBAIX-WATTRELOS             
       2834,   1.00,100,E,E.E.PU,LEO LAGRANGE                  ,25 RUE LEO LAGRANGE             ,WATTRELOS                 ,CHME,G0145,ROUBAIX-WATTRELOS             
       2835,   ,100,E,E.E.PU,LEON GAMBETTA                 ,8 RUE LEON GAMBETTA             ,WAZIERS                   ,CHME,G0145,DOUAI-WAZIERS                 
       2836,   1.00,100,E,E.E.PU,GUIRONNET                     ,80 RUE PASTEUR                  ,WAZIERS                   ,CHME,G0145,DOUAI-WAZIERS                 
       2837,   1.00,100,E,E.P.PU,DE LALLOEU                    ,27 RUE JEAN MERMOZ              ,LA GORGUE                 ,CHME,G0145,DUNKERQUE-BAILLEUL            
       2838,   ,100,E,E.E.PU,TRYSTRAM                      ,1215 RUE DU BANC VERT           ,DUNKERQUE                 ,CHME,G0145,DUNKERQUE-SAINT-POL           
       2839,   ,100,E,E.E.PU,EMILE ZOLA                    ,32 RUE D'AUBRY                  ,VALENCIENNES              ,CHME,G0145,VALENCIENNES-CENTRE           
       2840,   ,100,E,E.E.PU,CENTRE                        ,42R PIERRE MATHIEU              ,BAVAY                     ,CHME,G0145,AVESNES-LE QUESNOY            
       2841,   ,100,E,E.E.PU,CHARLES PEGUY                 ,AVENUE DE LATTRE DE TASSIGNY    ,MARCQ EN BAROEUL          ,CHME,G0145,LILLE1-MARCQ EN BAROEUL       
       2842,   ,100,E,E.E.PU,LA FONTAINE                   ,BOULEVARD ALBERT 1ER            ,VILLENEUVE D ASCQ         ,CHME,G0145,LILLE3-VILLENEUVE D'ASCQ NORD 
       2843,   ,100,E,E.E.PU,ROGER SALENGRO                ,AVENUE DE BEAUPRE               ,HAUBOURDIN                ,CHME,G0145,LILLE2-LOOS                   
       2844,   1.00,100,E,E.E.PU,ALBERT DOUAY                  ,RUE GUSTAVE CHARPENTIER         ,BOUCHAIN                  ,CHME,G0145,VALENCIENNES-ESCAUDAIN        
       2845,   ,100,E,E.E.PU,MAXIME QUEVY                  ,BOULEVARD DRION                 ,ANICHE                    ,CHME,G0145,DOUAI-CANTIN                  
       2846,   ,100,E,E.P.PU,GPE SCOLAIRE JOSEPH LEPRETRE  ,RUE DE L'ECOLE                  ,BIERNE                    ,CHME,G0145,DUNKERQUE-BERGUES             
       2847,   ,100,E,E.E.PU,DE LA MER                     ,114 AVENUE DE LA MER            ,DUNKERQUE                 ,CHME,G0145,DUNKERQUE-CENTRE              
       2848,   ,100,E,E.P.PU,CITE VUILLEMIN                ,64 ROUTE NATIONALE              ,ECAILLON                  ,CHME,G0145,DOUAI-CANTIN                  
       2849,   1.00,100,E,E.E.PU,BERTHELOT-JULES VERNE         ,6 RUE BOHIN                     ,LILLE                     ,CHME,G0145,LILLE 1 - HELLEMMES           
       2850,   ,100,E,E.E.PU,LALO-CLEMENT                  ,3 RUE DES DEPORTES              ,LILLE                     ,CHME,G0145,LILLE 1 - CENTRE              
       2851,   ,100,E,E.E.PU,BORIS VIAN                    ,RUE LAMARTINE                   ,VILLENEUVE D ASCQ         ,CHME,G0145,LILLE3-VILLENEUVE D'ASCQ SUD  
       2852,   1.00,100,E,E.E.PU,ARAGO-JACQUART                ,133 BOULEVARD VICTOR HUGO       ,LILLE                     ,CHME,G0145,LILLE 1 - NORD                
       2853,   ,100,E,E.E.PU,BASUYAUX                      ,21 RUE GAMBETTA                 ,ANICHE                    ,CHME,G0145,DOUAI-CANTIN                  
       2854,   1.00,100,E,E.P.PU,CHARLES PERRAULT              ,14 RUE DU 8 MAI 1945            ,MORBECQUE                 ,CHME,G0145,DUNKERQUE-HAZEBROUCK          
       2855,   ,100,E,E.E.PU,VICTOR HUGO                   ,18 RUE SAINT PIERRE             ,MOUVAUX                   ,CHME,G0145,ROUBAIX-WASQUEHAL             
       2856,   1.00,100,E,E.P.PU,JULES GUESDE                  ,92 RUE LEON MARLOT              ,ROUBAIX                   ,CHME,G0145,ROUBAIX-EST                   
       2857,   ,100,E,E.E.PU,ROGER SALENGRO                ,3 PLACE ALBERT THOMAS           ,OSTRICOURT                ,CHME,G0145,LILLE3-SECLIN                 
       2858,   ,100,E,E.E.PU,ROGER SALENGRO                ,55 AVENUE ROGER SALENGRO        ,ARMENTIERES               ,CHME,G0145,LILLE2-ARMENTIERES            
       2859,   1.00,100,E,E.E.PU,JOLIOT-CURIE                  ,42 PASSAGE LARGILLIERE          ,AVESNES LES AUBERT        ,CHME,G0145,CAMBRAI-LE CATEAU             
       2860,   ,100,E,E.P.PU,PONT DE LA DEULE              ,21 RUE MARCEAU MARTIN           ,FLERS EN ESCREBIEUX       ,CHME,G0145,DOUAI-CUINCY                  
       2861,   ,100,E,E.E.PU,JEAN MACE                     ,217 AVENUE JEAN BART            ,HAZEBROUCK                ,CHME,G0145,DUNKERQUE-HAZEBROUCK          
       2862,   ,100,E,E.E.PU,DU BOURG                      ,5 RUE ANATOLE MUSY              ,HOUPLINES                 ,CHME,G0145,LILLE2-ARMENTIERES            
       2863,   1.00,100,E,E.E.PU,JEAN MABUSE                   ,RUE D'ARTOIS                    ,MAUBEUGE                  ,CHME,G0145,AVESNES-MAUBEUGE              
       2864,   ,100,E,E.E.PU,JEAN JAURES                   ,32 RUE GITTINGER                ,ST POL SUR MER            ,CHME,G0145,DUNKERQUE-SAINT-POL           
       2865,   ,100,E,E.E.PU,MARCEL CABY                   ,550 RUE VICTOR HUGO             ,VIEUX CONDE               ,CHME,G0145,VALENCIENNES-CONDE            
       2866,   ,100,E,E.E.PU,PAUL LANGEVIN NIVEAU 1        ,RUE GUY MOCQUET                 ,SECLIN                    ,CHME,G0145,LILLE3-SECLIN                 
       2867,   ,100,E,E.E.PU,GEORGES FORTRY                ,28 RUE DE MILLAM                ,WATTEN                    ,CHME,G0145,DUNKERQUE-WORMHOUT            
       2868,   ,100,E,E.E.PU,BLAISE PASCAL GROUPE 8        ,RUE LAMBARENE                   ,GRANDE SYNTHE             ,CHME,G0145,DUNKERQUE-GRAVELINES          
       2869,   1.00,100,E,E.P.PU,GEORGE SAND                   ,2 AVENUE DES SPORTS             ,WATTIGNIES                ,CHME,G0145,LILLE3-WATTIGNIES             
